ID_Transacao,Data_Hora_Transacao,Valor_Reembolso,Quantidade_Combustivel,Preco_Combustivel,ID_Veiculo,Consumo_Medio_Veiculo,Distancia_Percorrida,ID_Condutor,Num_Reembolsos_Recentes,Probabilidade_Fraude
302,2024-01-24 04:07:52,"172,09","28,1","6,12",176,"12,5","351,5",1024,3,0
303,2024-01-24 12:52:37,"69,45","13,4","5,18",193,10,"82,4",1022,6,1
304,2024-01-25 01:40:52,"111,75","16,4","6,82",197,"10,1","165,5",1087,2,0
305,2024-01-24 14:31:04,"165,81","25,4","6,52",135,"14,6","371,3",1025,3,0
306,2024-01-24 18:22:47,"120,86","17,9","6,77",134,"14,9",266,1003,1,0
307,2024-01-24 21:13:54,"121,48","20,5","5,94",167,"11,3","231,1",1034,2,0
308,2024-01-24 19:00:56,"51,45","8,7","5,92",154,"13,6","118,2",1074,1,0
309,2024-01-25 05:20:19,"96,32","18,8","5,11",167,"13,2","248,8",1099,4,0
310,2024-01-24 23:00:29,"375,26","63,9","5,87",146,"10,1","396,8",1024,9,1
311,2024-01-24 20:38:21,"147,1","20,1","7,32",105,"8,4","168,8",1019,2,0
312,2024-01-24 18:13:20,"34,64","5,8","5,95",127,9,"52,4",1000,1,0
313,2024-01-24 19:11:10,"178,68","25,2","7,08",129,"13,9","350,8",1093,2,0
314,2024-01-25 09:29:55,"264,7","37,2","7,11",126,"13,1","487,7",1067,1,0
315,2024-01-25 17:09:44,"245,49","41,4","5,93",168,"12,7","323,1",1022,7,1
316,2024-01-25 15:39:38,"76,89","11,7","6,58",138,"8,9",104,1098,0,0
317,2024-01-25 20:40:54,"81,45","15,5","5,24",134,"12,5","194,3",1021,5,0
318,2024-01-25 07:10:10,"172,87","32,9","5,26",143,"13,4","440,4",1094,0,0
319,2024-01-25 07:46:49,"56,58",11,"5,12",114,14,"154,7",1061,5,0
320,2024-01-25 21:53:53,"257,6","39,9","6,45",182,"8,1","323,5",1000,1,0
321,2024-01-26 09:26:41,"109,64","18,1","6,07",193,"12,8","231,2",1058,1,0
322,2024-01-25 18:58:37,"112,85","17,7","6,37",131,"8,1","143,5",1067,2,0
323,2024-01-25 23:00:50,"203,16","32,2","6,3",128,"12,9",416,1018,4,0
324,2024-01-26 00:20:01,"296,53","50,4","5,88",162,"12,4","384,3",1029,5,"0,947"
325,2024-01-25 23:28:58,"258,46","38,6","6,69",105,9,"347,7",1000,1,0
326,2024-01-26 13:15:40,"80,53","11,7","6,9",189,"13,4","156,4",1047,1,0
327,2024-01-26 11:08:30,"55,74","11,1","5,04",126,"8,5",94,1018,2,0
328,2024-01-26 08:44:05,"123,72","22,4","5,52",198,"13,8","309,3",1051,2,0
329,2024-01-26 20:39:55,207,"30,5","6,78",127,"9,8","299,2",1084,4,0
330,2024-01-26 03:20:07,"102,3","17,1","5,97",104,"12,8","134,8",1021,5,1
331,2024-01-26 07:07:56,"34,59","5,2","6,66",140,"14,5","75,3",1049,1,0
332,2024-01-26 10:54:03,"48,71","8,3","5,87",155,"10,4","86,3",1065,3,0
333,2024-01-26 17:38:59,"258,28","43,2","5,98",153,"11,5","496,7",1005,1,0
334,2024-01-27 01:21:50,"194,11","35,9","5,4",179,"11,2","402,6",1063,2,0
335,2024-01-27 10:10:16,"469,69","83,1","5,65",117,"9,1","464,9",1020,7,1
336,2024-01-26 16:11:00,"74,14","11,4","6,51",176,"12,1","137,8",1096,1,0
337,2024-01-27 03:32:18,"222,15","36,5","6,08",142,"13,2","482,3",1018,3,0
338,2024-01-27 11:17:11,"55,04","7,9","6,94",188,"14,4","114,2",1090,1,0
339,2024-01-27 02:24:11,"142,14","19,9","7,13",173,14,"279,1",1036,1,0
340,2024-01-27 18:12:39,"377,14","59,4","6,35",128,"11,6","423,4",1062,6,1
341,2024-01-27 13:33:48,"179,12",26,"6,9",109,13,"207,4",1028,6,1
342,2024-01-27 01:47:50,"166,52","28,9","5,77",105,"13,6","241,2",1059,9,1
343,2024-01-27 07:20:49,"56,57","9,4","6,04",179,"11,5","107,7",1091,1,0
344,2024-01-27 17:38:58,"132,01","19,5","6,78",188,"8,8","105,3",1033,8,1
345,2024-01-27 19:50:31,"287,76","48,2","5,97",103,"11,1","328,8",1000,8,1
346,2024-01-27 15:43:40,"164,78","25,5","6,47",133,"13,9",354,1047,1,0
347,2024-01-27 12:17:45,"178,93","32,8","5,46",182,"12,2","399,8",1088,3,0
348,2024-01-27 13:35:23,"149,1","22,9","6,5",132,"13,1","300,5",1020,1,0
349,2024-01-28 08:31:53,"426,1","59,6","7,15",103,"9,3","340,6",1033,9,1
350,2024-01-27 15:29:14,"27,18","3,8","7,17",143,"14,8","56,1",1025,1,0
351,2024-01-28 14:12:31,"126,2","18,5","6,81",197,"10,8",123,1035,6,1
352,2024-01-27 20:20:21,"268,52","39,1","6,86",175,"12,6","493,2",1098,1,0
353,2024-01-28 15:46:26,"66,42","10,4","6,39",130,"8,1","84,2",1022,1,0
354,2024-01-28 19:22:54,"258,04","39,9","6,46",179,"8,9","355,5",1080,4,0
355,2024-01-28 15:28:21,"51,01","9,6","5,33",165,"13,5","129,2",1046,4,0
356,2024-01-28 05:32:07,"153,78","25,2","6,11",157,"14,8","372,5",1075,2,0
357,2024-01-28 12:33:31,"220,98",36,"6,13",159,"10,2","367,7",1043,3,0
358,2024-01-29 03:19:21,"138,55","18,7","7,4",101,"8,3","155,4",1019,0,0
359,2024-01-28 10:20:59,"99,19","16,3","6,08",135,"10,5","171,3",1026,2,0
360,2024-01-28 23:50:04,271,"42,5","6,37",169,"8,1","344,6",1060,1,0
361,2024-01-29 00:46:39,"153,49","24,2","6,33",159,"9,3","225,5",1036,6,"0,377"
362,2024-01-29 02:46:02,"68,13","10,3","6,59",122,"13,3","137,5",1083,1,0
363,2024-01-28 20:55:29,"178,48",26,"6,87",146,"14,6","379,3",1051,2,0
364,2024-01-29 07:54:11,"77,19","13,9","5,56",145,"8,6","119,4",1074,0,0
365,2024-01-29 10:01:32,"231,03","36,6","6,32",179,"11,9",435,1091,1,0
366,2024-01-29 04:44:05,"202,87","28,7","7,06",143,"9,8","281,6",1061,1,0
367,2024-01-29 17:28:43,"66,8","10,8","6,16",118,9,"97,6",1065,1,0
368,2024-01-29 14:30:06,"353,72","62,1","5,7",148,"9,5","362,3",1023,8,1
369,2024-01-29 05:52:08,"156,93","23,6","6,64",187,12,"283,6",1079,2,0
370,2024-01-29 22:20:06,"152,91","21,7","7,06",157,"8,5","184,1",1011,3,0
371,2024-01-30 03:31:44,"112,63","21,8","5,16",190,11,"240,1",1015,1,0
372,2024-01-29 12:31:07,"143,71","20,7","6,94",106,"8,9","184,3",1035,0,0
373,2024-01-29 09:46:39,"119,92",17,"7,05",193,"9,9","168,4",1001,0,0
374,2024-01-30 00:18:05,"81,74","13,3","6,15",140,"9,3","123,6",1088,1,0
375,2024-01-30 03:35:49,"112,01",15,"7,46",177,"14,2","213,2",1061,0,0
376,2024-01-30 08:52:09,"87,34","12,5","6,97",114,13,"162,9",1063,0,0
377,2024-01-30 08:27:22,"175,71","25,4","6,93",175,"14,1","357,5",1028,1,0
378,2024-01-30 09:41:16,"229,66","33,4","6,87",152,"10,7","357,7",1091,4,0
379,2024-01-30 04:49:39,"145,47",27,"5,38",192,"10,2","275,8",1073,3,0
380,2024-01-30 17:05:54,"207,15","37,4","5,54",122,"10,7","400,1",1086,4,0
381,2024-01-30 22:00:04,"325,95","52,9","6,16",176,"8,1","428,6",1095,2,0
382,2024-01-30 12:26:29,"134,33","23,7","5,66",172,"13,1","310,9",1030,3,0
383,2024-01-30 23:24:20,"190,78","31,6","6,04",187,"10,4","328,5",1082,1,0
384,2024-01-31 01:29:17,"125,5","17,4","7,22",193,"10,2","177,3",1014,1,0
385,2024-01-30 11:37:23,"261,97","37,1","7,06",164,"12,2","452,7",1054,2,0
386,2024-01-31 07:57:07,"58,74","8,9","6,58",159,"11,1","60,9",1032,7,1
387,2024-01-31 07:04:10,"99,28","13,9","7,15",109,"14,9","206,9",1080,2,0
388,2024-01-31 11:22:23,"248,44","35,7","6,96",157,"10,5","374,8",1051,4,0
389,2024-01-31 12:20:17,"42,44",7,"6,07",146,"12,3",86,1099,4,0
390,2024-01-30 23:53:43,"71,39",13,"5,5",114,"10,2","132,4",1019,4,0
391,2024-01-31 01:05:07,"216,52","34,4","6,29",108,"14,9","315,2",1072,5,1
392,2024-01-31 04:39:29,"186,1","27,2","6,84",112,"11,1",302,1037,2,0
393,2024-01-30 23:50:49,"187,86","30,8","6,09",122,"12,4","382,5",1002,2,0
394,2024-01-31 01:01:20,"311,54","46,7","6,67",132,"8,9","415,7",1053,3,0
395,2024-01-31 15:38:31,"43,16","8,2","5,24",108,"13,1","107,9",1065,2,0
396,2024-01-31 03:21:00,"40,46","5,9","6,87",102,"9,9","58,3",1017,3,0
397,2024-02-01 01:37:20,"228,19","32,5","7,03",193,"11,1","360,3",1086,4,0
398,2024-02-01 01:11:47,"88,49","13,1","6,77",172,"14,2","185,6",1082,2,0
399,2024-01-31 13:12:55,"270,6","36,5","7,42",124,"14,8","331,7",1006,6,1
400,2024-01-31 23:10:44,"75,65","10,7","7,07",187,11,"117,7",1034,1,0
401,2024-01-31 14:21:03,"137,36","18,9","7,26",195,"13,8","261,1",1083,1,0
402,2024-01-31 15:28:05,"241,72",33,"7,33",170,"8,4",277,1083,2,0
403,2024-01-31 21:24:54,"157,78","22,5",7,135,"13,9","313,3",1082,4,0
404,2024-02-01 06:19:30,"151,55","22,7","6,69",188,"12,4","280,9",1079,3,0
405,2024-02-01 11:12:53,"120,02",24,"5,01",119,"11,4","273,1",1084,3,0
406,2024-01-31 22:15:50,"140,96","22,9","6,16",180,"14,2","199,7",1092,8,1
407,2024-02-01 02:54:56,"37,93","5,9","6,43",153,"13,9",82,1059,5,0
408,2024-02-01 15:46:48,"51,5","8,9","5,76",199,"10,1","90,3",1023,1,0
409,2024-02-01 10:59:11,"171,42","29,6","5,8",189,"13,5","245,2",1092,6,1
410,2024-02-01 07:20:27,"290,79","39,3","7,4",118,"8,7","210,1",1094,8,1
411,2024-02-01 11:11:59,"147,9","20,5","7,23",159,"13,8","282,3",1038,4,0
412,2024-02-02 00:53:03,"170,77",24,"7,12",136,"12,7","187,2",1011,7,1
413,2024-02-02 06:36:40,"409,6",68,"6,02",102,"8,6","359,6",1093,6,1
414,2024-02-02 11:36:31,"172,43","34,3","5,03",191,"12,8","438,8",1052,6,"0,448"
415,2024-02-02 08:28:49,"129,02","24,8","5,2",185,"12,1","184,5",1063,6,1
416,2024-02-02 10:49:05,"64,81","11,2","5,78",118,"12,2","136,8",1003,3,0
417,2024-02-01 21:09:37,"83,9","16,6","5,04",152,10,"102,3",1093,7,1
418,2024-02-02 15:31:11,"166,63","33,1","5,04",145,"9,9","327,3",1004,1,0
419,2024-02-02 20:38:56,"136,87","18,8","7,29",179,"13,3","249,7",1015,2,0
420,2024-02-02 16:00:51,"92,98","13,7","6,77",155,"9,8","134,6",1026,2,0
421,2024-02-02 03:24:46,"178,77",31,"5,77",169,"11,1","343,9",1003,2,0
422,2024-02-02 17:43:01,"78,53","14,7","5,33",130,"12,9","116,8",1071,5,"0,959"
423,2024-02-02 16:41:49,"218,63","34,8","6,28",152,"8,6","299,4",1047,2,0
424,2024-02-03 04:10:52,"191,91","38,3","5,01",133,"12,2","287,2",1007,6,1
425,2024-02-02 22:21:43,376,"51,2","7,35",130,"12,1","380,4",1080,7,1
426,2024-02-03 07:49:41,"35,3","5,8","6,04",159,"12,8","74,8",1045,2,0
427,2024-02-03 04:33:12,"254,86","42,4","6,01",110,"10,6","449,5",1043,0,0
428,2024-02-02 21:41:43,"197,34",33,"5,98",199,"11,1","366,3",1066,1,0
429,2024-02-03 03:38:08,"120,31","23,3","5,17",105,"10,3","147,3",1090,6,1
430,2024-02-03 03:03:25,"63,83","9,7","6,6",126,"13,7","132,5",1051,1,0
431,2024-02-03 12:31:40,"304,94","44,6","6,83",106,"8,9","244,2",1033,6,1
432,2024-02-03 12:38:31,"190,19","28,4","6,69",148,"14,7","417,9",1061,1,0
433,2024-02-03 15:10:28,"185,22","34,6","5,35",195,"12,4","429,3",1020,3,0
434,2024-02-03 07:59:23,"129,09",20,"6,45",171,"14,2","284,2",1023,2,0
435,2024-02-03 08:49:15,"255,28","39,8","6,42",159,11,"437,4",1043,2,0
436,2024-02-04 02:21:41,"36,48","5,1","7,17",132,"10,3","52,4",1040,2,0
437,2024-02-04 01:04:31,"27,38","4,6","5,95",146,"14,3","65,8",1028,1,0
438,2024-02-03 19:03:53,"313,74","52,9","5,93",143,"8,7","460,3",1005,1,0
439,2024-02-04 03:54:42,"296,91","45,3","6,55",178,"8,8","398,9",1055,0,0
440,2024-02-03 18:02:24,"164,7",25,"6,58",126,"10,1","252,8",1013,4,0
441,2024-02-03 16:07:47,"163,32","26,5","6,17",193,"14,7","389,1",1049,4,0
442,2024-02-04 07:56:34,"236,52","38,7","6,11",121,"12,4",480,1077,1,0
443,2024-02-04 04:43:19,"339,08","54,3","6,24",146,"11,9","397,4",1051,6,1
444,2024-02-03 21:32:33,"237,83","33,3","7,15",192,"12,9","429,1",1087,2,0
445,2024-02-04 01:16:07,"221,34",36,"6,15",147,"10,9","392,3",1076,1,0
446,2024-02-03 23:50:04,"69,47","9,5","7,35",129,"13,3","125,7",1000,1,0
447,2024-02-04 08:04:05,"400,94",64,"6,26",101,"10,8","425,1",1011,7,1
448,2024-02-04 16:39:23,"73,59",10,"7,37",114,"13,8","137,8",1023,2,0
449,2024-02-04 20:04:01,"323,03","45,6","7,08",146,"9,9","451,7",1036,1,0
450,2024-02-04 14:28:48,"153,06","25,9","5,91",126,"9,9","256,4",1083,2,0
451,2024-02-04 21:20:56,217,"30,3","7,16",170,"11,7","354,6",1069,3,0
452,2024-02-05 02:27:00,"213,85","40,5","5,28",126,11,"273,8",1075,8,1
453,2024-02-05 05:48:27,"53,98","7,4","7,31",184,"12,5","92,3",1084,7,"0,435"
454,2024-02-04 18:13:01,"112,23","17,1","6,58",112,"10,6","180,8",1002,1,0
455,2024-02-05 07:29:34,"429,25","83,5","5,14",154,"9,6","492,7",1026,9,1
456,2024-02-05 12:57:38,"282,12","42,7","6,61",116,"11,3","482,3",1052,2,0
457,2024-02-04 22:00:17,"121,42","16,3","7,44",174,"11,9","194,2",1099,2,0
458,2024-02-05 06:17:43,"286,25","55,4","5,17",158,9,"498,3",1016,0,0
459,2024-02-04 23:27:38,"231,17","36,2","6,39",109,"11,9","430,5",1014,2,0
460,2024-02-05 19:47:16,"218,83","31,9","6,87",132,"10,2","324,9",1038,3,0
461,2024-02-05 12:39:01,"44,74","6,4","7,03",177,"10,7","68,1",1003,1,0
462,2024-02-05 23:07:56,"274,79","45,6","6,03",136,10,"455,7",1016,0,0
463,2024-02-06 04:43:23,"114,3","20,7","5,51",107,"14,5","300,8",1010,1,0
464,2024-02-05 13:16:10,"175,98","34,4","5,11",132,"12,8","440,8",1011,0,0
465,2024-02-06 09:13:43,"280,05","43,4","6,45",106,"9,8","425,5",1031,0,0
466,2024-02-05 21:51:20,"208,37",34,"6,13",133,"12,5","424,9",1026,0,0
467,2024-02-05 13:55:48,"193,1","26,2","7,37",170,"13,9","364,2",1043,2,0
468,2024-02-05 18:12:06,"86,36","16,8","5,15",106,"10,8","181,1",1042,2,0
469,2024-02-06 00:15:04,"97,88","14,6","6,71",140,"13,8","201,3",1090,0,0
470,2024-02-06 01:31:35,"170,82","33,8","5,06",199,"9,1","188,8",1048,5,"0,838"
471,2024-02-06 00:33:59,"23,22","4,3","5,43",154,"13,8",59,1092,3,0
472,2024-02-06 19:04:36,"162,19","26,5","6,13",106,"11,8","312,2",1072,3,0
473,2024-02-06 21:18:30,"379,35","61,8","6,14",183,"9,6","364,5",1042,7,1
474,2024-02-06 20:07:36,"269,77","40,2","6,71",117,"10,8","434,2",1002,1,0
475,2024-02-06 19:35:50,"55,26","7,6","7,28",142,"14,9","113,1",1028,3,0
476,2024-02-06 11:07:20,"144,17","21,8","6,6",177,"13,5","294,9",1084,3,0
477,2024-02-06 08:12:19,"32,96","4,5","7,38",139,12,"53,6",1034,0,0
478,2024-02-07 08:06:46,"75,93","10,5","7,2",152,"8,8","92,8",1047,3,0
479,2024-02-06 21:39:24,"71,75","11,1","6,46",113,"10,9","74,4",1073,7,1
480,2024-02-06 20:02:13,272,"38,4","7,08",120,"9,8","376,5",1086,3,0
481,2024-02-06 17:46:08,"109,46","16,6","6,61",156,"8,5","86,5",1038,6,1
482,2024-02-06 16:33:52,"267,04","51,4","5,2",190,"11,8","372,4",1088,6,1
483,2024-02-06 20:22:33,"127,4","18,6","6,85",145,"14,2","162,3",1023,7,1
484,2024-02-07 05:24:55,"298,76",57,"5,24",125,"12,7",445,1019,9,1
485,2024-02-07 14:48:01,"278,27","42,9","6,49",190,"9,7","415,9",1014,1,0
486,2024-02-07 12:06:43,"270,96","40,1","6,76",123,12,481,1084,0,0
487,2024-02-07 12:22:04,"158,53","30,7","5,17",104,"14,6","447,7",1075,2,0
488,2024-02-07 08:40:46,"200,2","35,9","5,58",141,"13,1",470,1017,2,0
489,2024-02-07 15:11:22,"248,54","34,1","7,29",191,"12,8","436,4",1059,3,0
490,2024-02-07 20:13:52,"159,96","24,5","6,54",142,"14,8",362,1086,4,0
491,2024-02-08 07:59:29,"52,32","9,3","5,62",131,"13,6","126,6",1092,2,0
492,2024-02-08 10:38:35,"128,84","19,1","6,73",187,9,"172,3",1040,1,0
493,2024-02-07 17:34:21,"90,92",14,"6,49",105,"10,4","145,7",1099,3,0
494,2024-02-08 00:55:37,"220,99","35,4","6,25",173,"14,8","321,6",1068,7,1
495,2024-02-08 11:52:05,"180,52","24,3","7,44",166,"11,4","276,6",1089,1,0
496,2024-02-08 12:16:25,"335,65",50,"6,71",106,"8,8","440,2",1074,3,0
497,2024-02-08 05:36:16,"253,88","42,7","5,94",128,"11,2","478,7",1010,0,0
498,2024-02-08 14:08:05,126,18,7,133,"12,9","232,2",1055,3,0
499,2024-02-08 01:36:41,"133,58","18,5","7,21",106,15,"277,9",1017,4,0
500,2024-02-08 10:25:13,"408,7",77,"5,31",180,"10,3","487,2",1011,9,1
501,2024-02-08 20:18:19,"82,64",15,"5,5",176,"11,6","174,3",1015,2,0
502,2024-02-08 17:30:24,"158,63","28,6","5,54",157,"14,2","406,6",1026,5,0
503,2024-02-08 16:56:51,"97,04","14,4","6,73",184,"10,5","151,4",1099,0,0
504,2024-02-08 14:19:02,"263,88","40,5","6,51",130,"8,8","356,7",1016,4,0
505,2024-02-09 06:19:22,"73,62","11,2","6,55",172,"14,6","164,1",1084,1,0
506,2024-02-09 00:24:17,"288,65","39,3","7,35",144,"11,4","447,7",1030,1,0
507,2024-02-09 09:13:31,"182,67","26,3","6,94",146,"11,5","302,7",1034,0,0
508,2024-02-08 21:58:23,"57,83","10,9","5,32",176,"12,3","133,7",1026,1,0
509,2024-02-09 09:10:09,"180,29","30,7","5,87",180,8,151,1086,6,1
510,2024-02-08 23:42:07,"114,32","18,8","6,09",171,"14,5","272,2",1031,3,0
511,2024-02-09 09:04:35,"275,37",46,"5,99",172,"10,5","482,7",1016,3,0
512,2024-02-09 12:24:28,"398,26","59,7","6,67",172,"10,8","396,3",1010,8,1
513,2024-02-09 01:23:47,"211,95","29,3","7,23",139,"9,2","269,7",1000,0,0
514,2024-02-09 17:03:26,"109,96","19,1","5,77",129,"10,6",202,1091,2,0
515,2024-02-09 23:15:12,"139,42","21,9","6,38",161,"13,6","297,2",1081,0,0
516,2024-02-09 17:47:02,"198,24","28,4","6,97",170,"13,6","386,8",1048,2,0
517,2024-02-09 21:38:58,"166,64","27,6","6,04",116,"14,6","402,8",1040,1,0
518,2024-02-10 08:25:06,"98,41","18,2","5,42",104,"10,8","196,1",1019,1,0
519,2024-02-09 16:50:16,"178,32","28,8","6,19",180,13,"374,5",1070,2,0
520,2024-02-10 07:45:59,"153,31","29,8","5,14",100,"11,6",346,1036,3,0
521,2024-02-10 12:05:52,"424,1","57,6","7,36",179,"13,6","481,6",1015,8,1
522,2024-02-10 00:27:52,"187,24","36,1","5,19",180,13,469,1038,3,0
523,2024-02-10 05:45:34,"233,18","38,2","6,1",193,"10,6","405,2",1044,2,0
524,2024-02-10 16:44:41,"228,19","36,1","6,32",130,"10,4","375,5",1063,4,0
525,2024-02-10 08:57:25,"131,92","17,7","7,46",134,"9,8","173,3",1046,3,0
526,2024-02-10 17:25:27,"194,53","35,9","5,42",171,12,"430,7",1022,4,0
527,2024-02-11 01:46:31,"87,23","16,5","5,29",129,"14,7","242,4",1031,3,0
528,2024-02-10 19:04:38,"92,12","18,4","5,02",184,"9,4","172,5",1048,4,0
529,2024-02-11 00:30:28,"138,1","25,6","5,39",114,"8,7","222,9",1080,3,0
530,2024-02-10 17:17:10,"267,34","48,4","5,52",197,"8,8","426,2",1018,2,0
531,2024-02-11 01:10:11,"56,98","8,7","6,58",155,"13,5","116,9",1097,2,0
532,2024-02-11 04:53:43,"134,94","24,3","5,55",159,"10,5","255,3",1077,2,0
533,2024-02-10 15:19:38,"142,87","28,3","5,05",126,"9,6","271,6",1066,4,0
534,2024-02-10 17:56:57,"72,86","10,3","7,07",101,"10,5","66,5",1038,5,1
535,2024-02-10 20:33:21,"65,29",11,"5,91",173,"12,5","138,1",1088,3,0
536,2024-02-11 12:07:07,"210,28","35,8","5,88",163,"11,8",422,1059,3,0
537,2024-02-11 15:39:14,"184,93","32,1","5,76",104,"13,2","423,8",1010,1,0
538,2024-02-11 06:30:32,"129,91","17,5","7,44",190,"10,4","181,6",1048,6,"0,301"
539,2024-02-11 01:04:52,"215,12","39,6","5,43",167,"11,2","443,7",1014,1,0
540,2024-02-12 01:58:15,"331,08","45,7","7,25",112,"8,7","397,3",1082,1,0
541,2024-02-11 10:25:54,"194,4",28,"6,94",180,"8,5","238,1",1060,3,0
542,2024-02-11 12:18:08,"179,24","34,5","5,19",184,"11,2","386,8",1042,3,0
543,2024-02-11 11:12:42,"356,93","47,8","7,47",122,"10,1","482,6",1014,6,"0,216"
544,2024-02-11 12:32:06,"118,45","20,9","5,68",196,"12,3","256,5",1078,2,0
545,2024-02-11 18:21:22,"99,5",19,"5,25",149,"8,3","157,3",1078,3,0
546,2024-02-12 00:10:59,"376,38","53,2","7,07",178,"8,9","473,8",1072,2,0
547,2024-02-12 12:06:47,"154,46","22,8","6,77",177,"14,1","321,7",1004,3,0
548,2024-02-11 19:08:58,"86,38","13,2","6,54",172,12,"97,4",1082,8,1
549,2024-02-12 15:09:53,"127,58","23,7","5,39",136,13,"307,7",1087,4,0
550,2024-02-12 10:17:32,"122,8","19,8","6,2",129,"13,9","275,3",1028,2,0
551,2024-02-12 05:18:51,"269,93","38,8","6,95",192,"11,2",435,1061,2,0
552,2024-02-12 23:36:08,"125,07","21,7","5,76",122,"13,3","288,8",1059,5,0
553,2024-02-12 22:34:37,"81,46","14,1","5,78",133,"11,7","164,9",1068,3,0
554,2024-02-13 01:38:47,"184,74","36,9","5,01",163,"9,6",354,1021,1,0
555,2024-02-12 18:22:05,"153,89","28,3","5,44",154,"10,4","294,2",1012,2,0
556,2024-02-12 08:19:56,"97,7","13,6","7,19",170,"11,4","154,9",1049,1,0
557,2024-02-12 15:45:20,"184,26","30,2","6,1",108,"10,2","308,1",1046,2,0
558,2024-02-13 00:32:45,"303,98","40,7","7,46",103,"10,3","419,7",1028,3,0
559,2024-02-13 03:22:46,"36,23",6,"5,99",165,"10,4","62,9",1079,1,0
560,2024-02-13 02:04:53,"254,74","37,5","6,79",190,"8,9","333,9",1099,0,0
561,2024-02-13 10:30:58,"223,57","39,2","5,7",132,"8,6","207,3",1016,8,1
562,2024-02-13 00:10:57,"129,38","21,9","5,91",131,"8,3","181,7",1019,2,0
563,2024-02-13 19:54:01,"141,17","25,8","5,48",143,"8,8","226,7",1077,3,0
564,2024-02-13 13:44:24,"187,27","31,9","5,87",136,"10,4","203,9",1005,5,1
565,2024-02-13 07:52:03,"360,66","56,6","6,37",190,"12,2","424,5",1021,7,"0,994"
566,2024-02-13 10:04:05,"139,71","18,7","7,48",191,"9,3","173,7",1008,0,0
567,2024-02-13 07:52:27,"178,18","26,8","6,66",166,"14,2","379,9",1031,1,0
568,2024-02-13 17:37:58,"37,05","6,7","5,5",159,"13,7","92,3",1087,2,0
569,2024-02-13 15:02:31,"342,71","67,1","5,11",158,"11,6","478,1",1032,7,1
570,2024-02-14 08:39:54,"134,02","25,2","5,32",135,"13,1",330,1076,2,0
571,2024-02-14 03:25:53,"222,54","34,7","6,41",148,"10,6",368,1098,0,0
572,2024-02-14 00:22:30,"153,27","22,2","6,91",150,"8,3","184,1",1069,3,0
573,2024-02-14 01:19:18,"120,99","16,5","7,35",107,"14,3","235,4",1048,6,"0,288"
574,2024-02-13 17:13:11,"138,87","27,6","5,04",149,"8,9","150,7",1029,6,1
575,2024-02-14 04:39:26,"202,96","32,2","6,31",140,"14,6","469,6",1015,2,0
576,2024-02-14 02:01:57,"225,93","36,6","6,18",137,12,"269,6",1064,8,1
577,2024-02-14 07:56:54,"219,38",33,"6,64",185,"10,1","333,7",1081,3,0
578,2024-02-14 20:12:30,"211,7","33,1","6,4",177,"11,5","380,4",1085,2,0
579,2024-02-14 09:26:46,"126,8","18,9","6,72",178,"11,5",217,1089,1,0
580,2024-02-14 10:51:34,"303,3","45,6","6,65",154,"8,2",374,1013,3,0
581,2024-02-14 20:58:44,"178,45","33,7","5,29",167,"10,5","354,2",1055,1,0
582,2024-02-14 11:47:50,"194,89","27,8",7,117,"13,2","367,5",1036,4,0
583,2024-02-14 21:40:56,"123,69","23,3","5,31",164,"11,6","270,2",1048,0,0
584,2024-02-15 11:05:52,"154,69","22,9","6,75",163,"9,7","222,3",1077,1,0
585,2024-02-14 14:18:22,"87,9","14,6","6,04",111,"10,3","149,9",1089,0,0
586,2024-02-14 17:26:18,"307,37","48,9","6,28",140,14,"421,1",1049,7,1
587,2024-02-14 17:40:42,"326,94",45,"7,26",141,"11,7","323,8",1035,7,1
588,2024-02-15 02:54:38,"154,27","21,4","7,22",159,"11,7",250,1051,6,"0,436"
589,2024-02-15 11:48:03,370,"52,6","7,04",149,"14,7","474,8",1022,7,1
590,2024-02-15 14:11:41,"44,02",7,"6,28",180,"10,2","71,5",1065,4,0
591,2024-02-15 03:36:47,"422,36","61,7","6,84",182,"11,4","432,6",1070,8,1
592,2024-02-15 08:52:31,"228,69","36,4","6,28",135,"13,7","498,9",1044,0,0
593,2024-02-15 15:23:35,"242,11","33,8","7,17",147,"13,3","449,1",1085,3,0
594,2024-02-15 17:22:58,"409,65","68,2","6,01",170,"9,9","414,7",1027,6,1
595,2024-02-15 21:47:54,"178,32",24,"7,43",172,"9,1","218,4",1019,0,0
596,2024-02-15 20:02:18,"87,56","11,9","7,33",107,"12,9","154,1",1048,2,0
597,2024-02-16 09:14:08,"266,1","38,8","6,85",124,"9,8","380,7",1056,2,0
598,2024-02-16 05:54:08,"73,55","12,9","5,7",106,"14,5","187,1",1081,6,"0,21"
599,2024-02-16 08:57:29,"77,37","14,5","5,33",107,"8,9","129,2",1087,1,0
600,2024-02-16 00:13:34,"460,06","64,4","7,14",187,"10,2","403,9",1096,6,1
601,2024-02-16 00:55:48,"199,75","36,9","5,41",180,"8,4","190,6",1058,9,1
602,2024-02-16 05:26:09,"415,64","58,2","7,14",175,"12,9","461,5",1025,9,1
603,2024-02-16 20:56:55,"187,91","30,2","6,23",130,"14,2","428,3",1018,1,0
604,2024-02-16 18:33:18,"207,76","34,5","6,02",111,"12,5","431,4",1012,1,0
605,2024-02-16 11:42:22,"321,39","44,3","7,26",156,"14,6","397,2",1073,6,1
