Consumo Médio de Combustível (km/l),Distância Percorrida (km),Preço do Combustível (R$/litro),Frequência de Abastecimentos por Semana,Custo_Total_Abastecimento,Fraude,Fraude_Numerica
3.84,347.91,4.57,9,414.05,Sim,0.899578985552391
5.58,277.97,4.36,8,217.2,Sim,0.6670963570865549
3.79,372.08,4.88,5,479.09,Sim,0.8654351728880803
7.67,294.77,4.11,5,157.95,Sim,0.7100055021478314
4.73,302.98,5.0,8,320.27,Sim,0.78917988155827
5.93,316.98,5.09,9,272.08,Sim,0.9163058866630656
5.66,288.41,5.7,5,290.45,Sim,0.902082782491942
3.3,304.4,5.18,5,477.82,Sim,0.93321159176985
4.12,328.74,5.51,7,439.65,Sim,0.5298086626723295
8.63,301.95,4.14,8,144.85,Sim,0.8460252765198724
5.87,283.56,5.94,8,286.94,Sim,0.5699936883608814
4.5,315.66,4.48,6,314.26,Sim,0.7079092840092055
3.61,299.46,5.35,8,443.8,Sim,0.7742942075273442
5.63,348.72,5.65,7,349.96,Sim,0.7013697423734153
6.84,271.09,4.84,6,191.82,Sim,0.7598058379015038
6.66,277.34,4.66,7,194.05,Sim,0.9982631543993096
5.58,334.61,4.94,7,296.23,Sim,0.5676086568564274
2.47,246.09,5.83,6,580.85,Sim,0.8377280226682128
5.14,238.82,4.44,9,206.3,Sim,0.6980004831928076
5.48,327.6,4.5,5,269.01,Sim,0.5665048994536643
2.85,370.68,4.37,6,568.38,Sim,0.5793683816871548
5.74,310.02,4.17,6,225.22,Sim,0.9746365531228084
6.16,260.5,5.77,6,244.01,Sim,0.939800748355881
4.47,349.41,4.39,6,343.16,Sim,0.9535209802075107
6.26,254.38,5.35,9,217.4,Sim,0.9957663879136932
7.65,201.73,4.07,9,107.33,Sim,0.604157695004259
8.02,205.68,4.08,9,104.64,Sim,0.6777196686820308
4.09,370.5,5.18,7,469.24,Sim,0.8346095149624333
3.73,271.78,5.12,8,373.06,Sim,0.7419012699303236
7.58,264.77,4.97,7,173.6,Sim,0.7091947666891667
4.31,314.83,5.7,8,416.36,Sim,0.6789056246677965
4.13,342.68,5.35,7,443.91,Sim,0.7968903159717261
6.44,312.16,4.25,7,206.01,Sim,0.7877967143200411
3.11,378.49,5.53,7,673.01,Sim,0.58072891703212
5.36,337.91,4.73,9,298.19,Sim,0.7358699187592195
6.53,204.65,4.83,7,151.37,Sim,0.7767358881049249
8.58,313.78,4.39,9,160.55,Sim,0.7851434693656952
5.53,266.77,5.44,5,262.43,Sim,0.6050535964561758
6.97,264.37,5.05,8,191.54,Sim,0.8711356961261434
5.59,208.72,5.49,6,204.99,Sim,0.5125995474105348
7.94,279.66,5.37,5,189.14,Sim,0.6774159277715813
5.52,337.36,4.36,6,266.47,Sim,0.8901063242678168
4.36,308.66,4.82,8,341.23,Sim,0.7819464605277011
3.55,280.63,5.99,6,473.51,Sim,0.6305812162554301
5.65,298.45,5.72,6,302.15,Sim,0.8474765596715239
4.6,302.45,5.52,6,362.94,Sim,0.7836954720780367
4.58,295.94,5.8,5,374.77,Sim,0.8981218047281936
7.22,282.12,4.63,5,180.92,Sim,0.8675125930949117
3.84,326.2,5.4,9,458.72,Sim,0.8050539610181173
4.49,248.49,5.81,5,321.54,Sim,0.744088837655407
7.34,343.01,4.14,9,193.47,Sim,0.5665910628337617
6.27,338.78,5.0,8,270.16,Sim,0.6306665089426919
5.13,279.54,4.23,8,230.5,Sim,0.7095497364585426
3.16,368.33,5.11,9,595.62,Sim,0.7996496435031943
4.51,283.87,4.77,7,300.24,Sim,0.7568539276076525
6.08,359.05,4.8,7,283.46,Sim,0.6440922629797647
6.0,247.21,4.09,8,168.51,Sim,0.5032321788948553
4.06,338.68,4.52,6,377.05,Sim,0.7481196109504069
2.34,213.18,4.32,9,393.56,Sim,0.6428129942811216
3.73,337.52,5.32,9,481.4,Sim,0.8673041503552675
3.87,271.54,5.73,8,402.05,Sim,0.5119731326352417
5.93,279.31,4.99,9,235.03,Sim,0.7924139056528954
5.69,391.08,5.72,5,393.14,Sim,0.9707371187530328
4.72,340.69,4.47,5,322.64,Sim,0.5872046335557497
7.67,390.46,5.4,6,274.9,Sim,0.7358247453752977
4.49,352.9,5.61,5,440.93,Sim,0.5457109959085691
4.48,229.13,4.69,9,239.87,Sim,0.8128409561306763
7.36,287.82,5.67,7,221.73,Sim,0.7752658402981127
5.31,271.87,4.21,6,215.55,Sim,0.7036827621064161
4.12,277.01,5.51,8,370.47,Sim,0.7606885107368706
4.71,286.94,4.06,9,247.34,Sim,0.9482873292345052
2.9,391.67,5.48,8,740.12,Sim,0.5981471511555335
6.26,385.42,5.13,8,315.85,Sim,0.5112822558526736
4.09,297.07,4.36,5,316.68,Sim,0.9308324423495504
6.71,302.82,4.56,6,205.79,Sim,0.7885585411939533
2.48,399.65,5.88,7,947.56,Sim,0.9453292277309212
7.19,335.04,4.56,8,212.49,Sim,0.7984726117065863
3.58,259.82,4.6,8,333.85,Sim,0.9050805449798512
3.48,395.61,5.71,5,649.12,Sim,0.714836681677574
6.22,317.94,4.59,7,234.62,Sim,0.8749299656441344
3.2,308.04,4.78,7,460.13,Sim,0.956520733444928
6.37,317.82,4.27,8,213.04,Sim,0.7860614818611031
3.82,362.64,5.93,6,562.95,Sim,0.5903925752811898
3.53,292.13,5.8,8,479.99,Sim,0.634398807515099
5.75,248.94,5.56,5,240.71,Sim,0.5993222884487028
6.4,238.41,4.91,5,182.91,Sim,0.6234285137978665
3.97,321.82,5.3,5,429.63,Sim,0.6532077246755181
4.84,388.98,5.91,8,474.97,Sim,0.7775668933765942
4.06,318.51,5.26,9,412.65,Sim,0.7939958147319164
2.41,260.15,4.03,5,435.02,Sim,0.7132498736209305
2.38,290.2,5.44,5,663.31,Sim,0.8077103899104177
2.71,276.73,5.9,5,602.47,Sim,0.540787462805683
6.67,340.65,5.59,7,285.49,Sim,0.54389411852908
5.73,266.03,4.73,7,219.6,Sim,0.5859147301788292
1.29,250.3,4.65,9,902.24,Sim,0.7590387490201724
4.79,342.04,4.59,7,327.76,Sim,0.6069973393491568
6.48,323.04,5.57,6,277.67,Sim,0.6416422017462886
5.0,293.36,4.47,9,262.26,Sim,0.700156418086497
4.58,324.68,5.08,8,360.13,Sim,0.90593306200519
4.14,255.18,5.59,5,344.55,Sim,0.5069310679564301
5.25,381.8,5.94,5,431.98,Sim,0.8246894101183112
6.79,353.24,5.88,8,305.9,Sim,0.8344382655203426
4.46,255.74,4.31,9,247.14,Sim,0.8993278901783183
4.08,248.53,5.91,7,360.0,Sim,0.9663764695301568
6.57,318.86,4.28,7,207.72,Sim,0.5100689244746449
7.89,290.37,4.84,8,178.12,Sim,0.576891852756608
4.96,342.64,4.67,5,322.61,Sim,0.9430856470279964
4.89,259.45,5.36,6,284.39,Sim,0.7292592810935077
5.59,379.11,4.77,9,323.5,Sim,0.7822953194667317
5.12,223.2,5.29,5,230.61,Sim,0.8315136018615736
3.53,317.97,4.45,7,400.84,Sim,0.8395333022478186
4.57,348.75,4.27,5,325.86,Sim,0.965870201658254
5.31,323.94,4.48,9,273.31,Sim,0.9984747087058348
9.19,266.45,4.06,9,117.71,Sim,0.8600787304654701
6.16,287.95,5.79,5,270.65,Sim,0.6436106046025754
5.16,292.27,5.09,9,288.31,Sim,0.9398762011471716
6.72,343.97,4.21,5,215.49,Sim,0.5246104572703808
7.01,294.28,5.47,6,229.63,Sim,0.6155404264372482
1.83,354.49,4.03,7,780.65,Sim,0.9486928587318576
3.34,339.36,4.7,9,477.54,Sim,0.6280957572196775
6.3,350.01,5.65,6,313.9,Sim,0.6103255298108743
4.25,286.04,5.92,5,398.44,Sim,0.5690626465701236
3.52,339.76,5.83,5,562.73,Sim,0.9295558788234582
2.94,236.47,4.91,8,394.92,Sim,0.7500291295955434
3.33,352.96,5.1,5,540.57,Sim,0.8374466015270774
4.34,289.37,5.9,5,393.38,Sim,0.6195331920375149
3.15,237.59,5.93,9,447.27,Sim,0.8790202105056082
1.85,299.14,5.09,6,823.04,Sim,0.8800027724810493
0.34,350.73,5.68,9,5859.25,Sim,0.6562990124541501
3.27,249.82,5.97,9,456.09,Sim,0.7053413165051414
3.83,273.7,5.9,6,421.63,Sim,0.6048451387151004
4.54,311.11,4.0,7,274.11,Sim,0.988280511661452
5.96,309.72,5.56,5,288.93,Sim,0.8228012885292058
4.77,290.64,4.89,6,297.95,Sim,0.9672719403577578
7.23,274.39,5.07,8,192.41,Sim,0.6516927718145666
4.0,226.66,4.85,6,274.83,Sim,0.8909454564984449
5.86,297.02,5.83,5,295.5,Sim,0.8829293219423711
5.1,318.02,5.39,7,336.1,Sim,0.8458278259332708
4.43,349.66,4.77,7,376.5,Sim,0.9828194876334002
4.34,280.2,5.18,8,334.43,Sim,0.6967776680531578
5.72,388.47,5.01,5,340.25,Sim,0.5653586617948787
6.2,303.89,5.71,9,279.87,Sim,0.8358544296220304
3.75,286.08,4.15,7,316.6,Sim,0.864654900238603
4.13,182.54,5.49,7,242.65,Sim,0.7875302867294074
5.11,270.07,4.79,5,253.16,Sim,0.6034089465666981
7.47,307.0,5.32,8,218.64,Sim,0.7522279708346777
7.84,277.76,4.83,8,171.12,Sim,0.6560948682845646
4.92,328.52,4.28,6,285.79,Sim,0.7137332640833445
6.97,297.6,5.01,8,213.91,Sim,0.8226092879223319
6.2,366.17,5.01,6,295.89,Sim,0.8726073713454172
5.41,225.62,5.88,8,245.22,Sim,0.6161123454506716
6.5,381.66,5.17,5,303.57,Sim,0.7026626803234767
5.74,243.65,5.86,8,248.74,Sim,0.6345807854958145
6.39,355.59,5.78,9,321.64,Sim,0.5993158069309346
4.1,310.89,5.71,8,432.97,Sim,0.8916936099979191
2.68,273.83,4.7,7,480.22,Sim,0.9546263472184962
5.04,268.12,5.09,9,270.78,Sim,0.6851160928422884
4.04,290.65,4.4,5,316.55,Sim,0.8756394621868835
5.76,252.03,5.52,7,241.53,Sim,0.9484976446822057
3.13,285.17,5.21,9,474.68,Sim,0.9230621052651158
1.85,332.36,5.79,8,1040.2,Sim,0.591406694269613
4.97,349.49,5.63,9,395.9,Sim,0.9781459407566806
6.24,412.48,5.5,8,363.56,Sim,0.6883382202147312
4.95,279.89,4.97,5,281.02,Sim,0.6696203305869182
4.93,279.91,4.67,5,265.15,Sim,0.5312156636388902
4.55,290.49,4.39,8,280.27,Sim,0.7430868270524416
3.38,265.42,4.99,7,391.85,Sim,0.5545068078204644
2.93,294.99,4.11,6,413.79,Sim,0.624269910463713
5.61,398.05,4.47,9,317.16,Sim,0.6584713108836406
4.49,238.52,4.84,7,257.11,Sim,0.904413161745842
2.66,348.25,4.01,9,524.99,Sim,0.9377443251979484
6.31,273.37,4.55,5,197.12,Sim,0.6512331587307348
4.72,249.55,4.34,5,229.46,Sim,0.929349060622287
4.6,311.94,5.12,9,347.2,Sim,0.9286154686848956
3.57,261.74,5.36,8,392.98,Sim,0.8823254751924368
3.82,342.96,4.81,9,431.84,Sim,0.5733475570075908
2.79,366.81,5.1,6,670.51,Sim,0.8451614234503645
5.63,224.15,4.42,8,175.98,Sim,0.9725120322902844
8.18,231.32,4.39,8,124.14,Sim,0.8412702393835785
5.93,389.93,4.38,5,288.01,Sim,0.665808424553917
5.36,325.09,4.21,7,255.34,Sim,0.7502896587154156
7.22,287.28,5.89,6,234.36,Sim,0.8228625216755268
0.39,374.3,4.11,8,3944.55,Sim,0.7552852043642517
4.08,307.91,4.91,5,370.55,Sim,0.5599764708654849
5.74,334.33,4.65,6,270.84,Sim,0.6560320223260103
2.91,357.89,5.78,5,710.86,Sim,0.9011980152768162
4.9,251.68,4.52,7,232.16,Sim,0.9307090230477588
4.62,291.68,5.58,8,352.29,Sim,0.5686500163577851
1.72,258.07,4.48,5,672.18,Sim,0.9761933761993624
6.57,272.25,4.51,6,186.89,Sim,0.6644113089243047
4.13,332.89,5.67,6,457.02,Sim,0.8311568693653599
7.09,334.45,4.16,9,196.24,Sim,0.8759125729783406
6.57,311.61,4.32,8,204.89,Sim,0.9059731173189416
4.14,302.37,4.94,6,360.8,Sim,0.972874851112965
5.0,254.41,4.34,5,220.83,Sim,0.6564597740144114
4.87,379.39,5.24,5,408.21,Sim,0.9292532272757772
2.73,249.32,4.68,7,427.41,Sim,0.5658434517181035
4.59,325.54,5.95,6,422.0,Sim,0.8525204531767964
5.4,371.97,5.37,8,369.9,Sim,0.870988864756993
2.14,313.67,5.89,7,863.33,Sim,0.8388616206006603
4.2,326.33,5.9,9,458.42,Sim,0.6261573680675765
4.48,387.03,4.82,7,416.4,Sim,0.9365215735076016
2.4,239.82,5.11,7,510.62,Sim,0.5844292316851976
4.36,296.66,5.52,5,375.59,Sim,0.5268173957604154
4.96,213.36,5.85,7,251.64,Sim,0.8587324953059561
3.77,282.61,5.54,7,415.29,Sim,0.7377378576163669
6.94,384.29,5.6,7,310.09,Sim,0.924549009979338
6.38,267.69,4.12,7,172.87,Sim,0.6916985705291294
3.2,272.51,4.75,7,404.51,Sim,0.5841392942538564
6.7,317.66,5.82,6,275.94,Sim,0.9182210962349348
1.37,327.4,4.13,5,986.98,Sim,0.7744548158200358
6.01,376.96,5.44,7,341.21,Sim,0.5945978961951774
7.2,206.81,4.96,8,142.47,Sim,0.8601919992932229
3.52,306.8,5.22,6,454.97,Sim,0.7555568192447503
4.5,357.62,4.05,7,321.86,Sim,0.80215649112016
4.77,310.2,4.74,7,308.25,Sim,0.7304491691032909
5.78,195.61,5.81,5,196.63,Sim,0.9143544919090032
5.2,298.21,4.77,7,273.55,Sim,0.9147813578415248
2.98,313.44,4.76,6,500.66,Sim,0.8546944109121931
6.41,296.57,5.85,6,270.66,Sim,0.5527006886982311
5.83,261.91,4.39,8,197.22,Sim,0.9194269309520344
3.49,249.0,5.76,9,410.96,Sim,0.8355064902664548
5.3,371.24,4.89,5,342.52,Sim,0.8485120830021498
3.49,348.71,4.93,8,492.59,Sim,0.6814914202019358
4.06,271.93,4.09,9,273.94,Sim,0.9396397780785032
6.48,310.3,5.09,6,243.74,Sim,0.8626858001174287
4.19,315.85,5.37,9,404.8,Sim,0.5562952332645972
4.56,288.1,4.69,6,296.31,Sim,0.7038890172030814
8.09,357.29,4.02,5,177.54,Sim,0.9431901809800708
4.65,275.24,4.59,5,271.69,Sim,0.5235983508486894
7.66,355.62,5.42,7,251.63,Sim,0.9807083098210247
5.41,324.48,4.83,9,289.69,Sim,0.8395812841597814
7.09,251.54,4.66,6,165.33,Sim,0.8156879888216884
6.95,327.25,4.39,6,206.71,Sim,0.6352796282439956
4.67,305.52,5.38,9,351.97,Sim,0.6243958943695885
2.89,285.18,4.46,8,440.1,Sim,0.9710291097442978
6.11,286.7,4.26,5,199.89,Sim,0.6491362271170613
6.89,244.53,5.29,5,187.75,Sim,0.8877526483594997
6.35,286.16,4.07,8,183.41,Sim,0.6965608991035396
4.19,282.33,4.02,9,270.88,Sim,0.569627035392352
4.69,303.63,5.63,9,364.49,Sim,0.5053576488476794
7.67,361.57,5.66,5,266.82,Sim,0.7721286685076254
4.61,369.56,4.43,9,355.13,Sim,0.9878894092744664
3.56,372.09,5.25,7,548.73,Sim,0.6845680969046022
4.02,312.9,4.28,5,333.14,Sim,0.6785961669965224
3.35,363.38,5.26,6,570.56,Sim,0.672045808924721
6.24,271.34,5.06,6,220.03,Sim,0.7602719186524292
2.61,357.64,4.81,6,659.1,Sim,0.7203324417121468
5.19,295.8,4.13,7,235.39,Sim,0.9399573133635072
5.09,430.34,5.96,5,503.9,Sim,0.7527603958617451
3.52,323.98,4.52,8,416.02,Sim,0.7538789190942844
2.83,339.3,4.15,9,497.56,Sim,0.5691857973602783
6.25,328.83,5.23,7,275.16,Sim,0.9913697704551928
5.84,239.66,4.99,6,204.78,Sim,0.6249864454344148
4.72,204.73,5.66,8,245.5,Sim,0.5366820337298013
6.84,263.8,4.85,7,187.05,Sim,0.8315731244876043
2.74,274.04,5.03,8,503.07,Sim,0.7976831850784363
5.16,245.27,4.28,6,203.44,Sim,0.7075728269963728
5.33,306.45,5.52,6,317.37,Sim,0.711096116940339
5.7,306.57,5.24,6,281.83,Sim,0.8925319605232156
5.38,343.58,4.37,5,279.08,Sim,0.5978563200498246
5.1,328.35,5.8,7,373.42,Sim,0.9101266594724448
4.61,282.24,4.26,9,260.81,Sim,0.824373556947509
5.65,390.86,5.43,7,375.64,Sim,0.7094848868897622
4.1,312.58,5.88,7,448.29,Sim,0.7290143082919343
7.38,257.75,4.48,5,156.47,Sim,0.628323603593048
4.59,284.07,4.78,6,295.83,Sim,0.8760571663484874
6.03,357.74,4.96,6,294.26,Sim,0.7564373711526339
2.9,479.32,4.72,7,780.13,Sim,0.6604272713749217
3.85,281.62,4.72,6,345.26,Sim,0.7980250578804751
5.53,332.89,4.1,8,246.81,Sim,0.9978672260256616
4.62,339.92,4.94,5,363.46,Sim,0.7176311398282769
4.33,328.74,5.96,7,452.49,Sim,0.9603457003893098
2.83,289.12,5.84,7,596.63,Sim,0.672508419962283
4.73,412.48,4.09,7,356.67,Sim,0.5273663534624929
5.87,231.12,4.98,9,196.08,Sim,0.6021210531842145
4.49,370.64,5.67,5,468.05,Sim,0.7093475716638421
5.82,261.54,5.16,9,231.88,Sim,0.6098174642972845
3.57,235.02,4.92,6,323.89,Sim,0.5001135191091277
5.79,305.59,5.84,8,308.23,Sim,0.9575007688737636
5.58,279.08,4.19,9,209.56,Sim,0.9219397056154646
7.23,236.03,5.28,7,172.37,Sim,0.8711461157434736
1.96,369.74,4.62,7,871.53,Sim,0.5839072978230143
4.93,235.55,5.23,5,249.88,Sim,0.5601817881049931
6.57,334.34,5.18,8,263.6,Sim,0.5338023747361915
4.08,323.61,5.56,9,441.0,Sim,0.8620145943864606
5.52,255.4,4.84,9,223.94,Sim,0.9644039803439426
2.72,247.03,5.63,7,511.32,Sim,0.7152679104565185
4.18,225.18,4.73,8,254.81,Sim,0.5595703359980241
5.12,295.99,5.86,7,338.77,Sim,0.7561964103660532
6.42,327.32,5.8,7,295.71,Sim,0.6744159537293151
5.2,322.28,4.18,7,259.06,Sim,0.6874124621749989
3.85,257.73,5.78,8,386.93,Sim,0.8106653120778536
5.55,369.93,5.56,8,370.6,Sim,0.8593590566311011
3.12,288.02,5.18,9,478.19,Sim,0.5553017994365804
4.77,355.6,5.89,8,439.1,Sim,0.5177951154032382
2.89,305.08,4.05,8,427.53,Sim,0.9971651513428574
4.18,281.78,5.99,6,403.79,Sim,0.6163641744577759
6.62,341.97,5.65,6,291.86,Sim,0.5269152624542295
4.04,307.84,4.14,9,315.46,Sim,0.59493766454796
5.24,260.78,5.29,5,263.27,Sim,0.519478923174232
8.13,279.59,5.08,8,174.7,Sim,0.6959054473085858
4.85,268.25,5.78,5,319.69,Sim,0.901200892225662
2.89,301.33,4.25,6,443.13,Sim,0.6706222248788603
6.59,358.37,4.52,8,245.8,Sim,0.7220917034391833
4.56,269.91,5.23,8,309.57,Sim,0.8377933867837194
4.86,297.93,4.66,7,285.67,Sim,0.7544470350349401
6.22,318.82,4.48,6,229.63,Sim,0.930722843010662
3.25,258.04,4.86,7,385.87,Sim,0.9330178375228784
3.61,267.24,5.09,6,376.8,Sim,0.5049553477455768
3.12,312.51,4.63,9,463.76,Sim,0.8890231532415995
5.27,327.23,5.03,8,312.33,Sim,0.730366800120837
4.77,278.04,4.22,9,245.98,Sim,0.9944202706518316
5.55,330.87,4.04,5,240.85,Sim,0.7416160379377176
6.63,281.95,5.92,7,251.76,Sim,0.9934479726941488
5.61,316.5,5.84,7,329.48,Sim,0.8772846806028682
3.7,292.46,5.93,9,468.73,Sim,0.6243024423066532
3.67,253.91,5.45,8,377.06,Sim,0.7691974896434788
-0.15,347.97,5.63,7,0.0,Sim,0.9960678197392914
3.83,290.23,5.63,7,426.63,Sim,0.9287653038759618
5.19,246.36,4.63,5,219.78,Sim,0.5486834468956105
5.35,351.98,5.26,8,346.06,Sim,0.8531859984049981
2.85,262.13,4.07,7,374.34,Sim,0.6727897929354065
5.36,202.54,5.56,6,210.1,Sim,0.5034911309401741
6.66,317.09,5.05,9,240.44,Sim,0.7017404845134998
7.96,327.98,4.92,7,202.72,Sim,0.6173772108624856
6.06,270.81,5.28,8,235.95,Sim,0.9094346352602358
5.03,274.82,5.97,5,326.18,Sim,0.6686653044228827
4.42,281.08,5.32,8,338.31,Sim,0.9137618469769084
4.11,298.28,5.26,9,381.74,Sim,0.5002989694173976
5.42,184.25,5.4,6,183.57,Sim,0.6539095750130596
5.96,386.59,5.72,5,371.02,Sim,0.6205826071538809
4.75,238.83,4.02,7,202.13,Sim,0.6167836805343054
2.94,226.43,5.02,8,386.63,Sim,0.5340933098827314
0.04,326.17,4.28,8,34900.19,Sim,0.5935621352052509
8.07,244.96,4.57,5,138.72,Sim,0.7777747849428099
6.14,395.46,4.52,7,291.12,Sim,0.6456805364188722
3.92,342.38,5.6,5,489.11,Sim,0.708697391164574
6.43,337.25,5.01,5,262.77,Sim,0.6884334401735943
2.76,326.58,5.8,7,686.29,Sim,0.9379524624999472
7.34,363.15,5.67,7,280.53,Sim,0.9526494995052576
3.12,277.38,4.08,8,362.73,Sim,0.7464784858279301
5.13,322.58,4.8,5,301.83,Sim,0.6650779751578022
6.2,358.96,5.72,5,331.17,Sim,0.5534003520011819
4.32,317.23,4.47,8,328.24,Sim,0.9767014396910476
6.58,262.14,4.48,8,178.48,Sim,0.5301134724501487
3.54,275.94,4.33,7,337.52,Sim,0.6488251387841402
5.67,266.01,4.74,6,222.38,Sim,0.6490331005850021
5.97,307.74,4.71,7,242.79,Sim,0.6602006430701075
5.31,294.87,4.63,6,257.11,Sim,0.5821434216362047
5.17,262.63,5.56,8,282.44,Sim,0.8915807154618486
7.66,392.39,4.55,6,233.08,Sim,0.5612489309829947
4.02,355.48,4.36,5,385.55,Sim,0.8174533295765813
6.33,312.74,4.89,9,241.6,Sim,0.5619230133529087
4.18,371.12,5.53,7,490.98,Sim,0.5352678187964783
4.66,376.85,5.8,8,469.04,Sim,0.9547147518429382
6.04,266.66,4.39,9,193.81,Sim,0.5950643831593528
3.54,300.38,4.69,7,397.96,Sim,0.910625077279852
5.06,193.02,5.38,6,205.23,Sim,0.772315435553568
8.68,341.05,5.35,7,210.21,Sim,0.5389282598043847
6.8,186.6,5.49,9,150.65,Sim,0.9777240957190336
4.46,403.18,4.13,5,373.35,Sim,0.6234805834959463
4.16,275.08,5.04,9,333.27,Sim,0.9298226726763033
0.32,217.92,4.52,7,3078.12,Sim,0.584405002892282
6.25,347.08,4.82,8,267.67,Sim,0.9269714410709264
4.8,347.23,4.6,6,332.76,Sim,0.506614406452647
3.65,259.32,4.93,9,350.26,Sim,0.7558902282847404
6.67,326.24,4.8,6,234.78,Sim,0.8847212897107783
3.2,264.7,4.9,9,405.32,Sim,0.9673977587463916
5.8,263.89,5.88,8,267.53,Sim,0.9546010681032436
6.61,286.94,5.28,9,229.2,Sim,0.9098124347738225
5.05,237.55,4.53,9,213.09,Sim,0.944095674830652
4.91,291.99,4.72,5,280.69,Sim,0.5996098429185382
4.93,298.01,4.89,8,295.59,Sim,0.6420921478558643
6.26,348.82,5.15,7,286.97,Sim,0.6444842624605293
2.81,211.28,5.0,8,375.94,Sim,0.6885269655008495
2.64,296.69,5.92,8,665.3,Sim,0.6966603351925944
7.03,322.0,5.59,6,256.04,Sim,0.7722776623273377
3.59,279.64,4.57,5,355.98,Sim,0.5799398816832206
5.3,270.98,4.25,5,217.3,Sim,0.8456233318929947
5.51,298.04,5.71,9,308.86,Sim,0.5837832696522532
7.73,261.83,5.03,9,170.38,Sim,0.6551542410522737
4.55,349.13,5.51,5,422.79,Sim,0.751672565303077
3.55,331.96,4.22,8,394.61,Sim,0.8982202807617387
6.44,321.5,5.6,9,279.57,Sim,0.8697346166193636
2.8,357.84,4.31,7,550.82,Sim,0.8227671782052611
5.09,386.5,4.89,9,371.31,Sim,0.5778866302900851
5.64,267.81,5.17,5,245.49,Sim,0.7735226728077889
6.03,291.33,5.95,7,287.46,Sim,0.5437232508999428
6.7,295.75,5.02,7,221.59,Sim,0.6886815883983254
5.99,273.25,4.38,7,199.81,Sim,0.7067582651449795
3.39,343.25,5.9,5,597.4,Sim,0.5199057197228769
2.42,325.68,5.67,9,763.06,Sim,0.636994049734986
4.17,305.27,4.42,9,323.57,Sim,0.9778247336332446
5.29,273.73,5.47,7,283.04,Sim,0.9768163039148448
7.09,382.78,4.48,9,241.87,Sim,0.6761635271262696
5.29,313.82,4.16,8,246.78,Sim,0.521550054474162
5.42,347.68,4.32,5,277.12,Sim,0.5895474696640908
6.92,289.28,4.55,7,190.21,Sim,0.6961088967167701
3.29,341.67,5.96,6,618.95,Sim,0.9738898489846148
2.86,275.9,4.7,5,453.4,Sim,0.5705995317685925
3.97,246.09,4.65,6,288.24,Sim,0.8817579218341061
4.26,268.97,5.04,8,318.22,Sim,0.554341269687346
4.45,342.32,5.69,5,437.71,Sim,0.9906287886956384
4.3,275.33,5.32,5,340.64,Sim,0.6908082495545675
4.65,423.46,5.28,8,480.83,Sim,0.887617269449528
3.05,164.76,4.03,9,217.7,Sim,0.6712955414055659
5.91,247.25,5.5,6,230.1,Sim,0.8138344385794043
5.23,288.22,4.42,8,243.58,Sim,0.5960080423700184
6.64,318.05,5.99,7,286.92,Sim,0.5730105096484812
5.95,201.13,5.44,5,183.89,Sim,0.9690320697840656
3.94,299.33,4.24,9,322.12,Sim,0.9588236389522168
5.23,317.34,5.96,5,361.63,Sim,0.9437344701064412
3.43,211.44,5.26,7,324.25,Sim,0.8127167250832967
3.32,308.8,4.02,8,373.91,Sim,0.9041341056081392
6.48,205.02,4.85,5,153.45,Sim,0.5345184684556874
4.99,249.06,4.13,9,206.14,Sim,0.6673945209453396
4.81,319.7,4.94,9,328.34,Sim,0.6568515623785781
6.2,320.74,5.94,6,307.29,Sim,0.8178226609763066
3.33,313.4,5.95,7,559.98,Sim,0.6779788867353203
6.33,283.72,5.53,5,247.86,Sim,0.5742533908218403
2.29,409.13,5.85,5,1045.16,Sim,0.7982335377067719
5.88,262.54,5.29,8,236.2,Sim,0.9071919603345407
3.76,227.49,5.08,5,307.35,Sim,0.6910617472299866
5.81,340.16,4.13,9,241.8,Sim,0.5661343575492408
6.96,328.88,5.26,5,248.55,Sim,0.5983440986564115
2.17,175.66,4.39,5,355.37,Sim,0.618741652584692
7.02,245.76,5.0,7,175.04,Sim,0.6499487964972681
5.42,375.17,5.78,7,400.09,Sim,0.8213975352531546
1.91,334.09,5.58,6,976.03,Sim,0.8004727422688596
3.98,361.47,4.67,7,424.14,Sim,0.8480399307835196
6.3,250.47,4.28,9,170.16,Sim,0.6812509922657566
6.68,274.93,5.05,6,207.84,Sim,0.9119988259399892
4.03,356.35,4.91,6,434.16,Sim,0.6020438305778801
3.37,299.92,4.89,7,435.2,Sim,0.734520373759077
7.93,276.52,5.56,5,193.88,Sim,0.9004693607707152
5.85,388.85,4.24,7,281.83,Sim,0.5900793238663096
3.82,327.9,5.91,5,507.3,Sim,0.5549315568703914
4.87,272.95,5.04,8,282.48,Sim,0.9418419838439948
5.35,248.28,5.02,6,232.97,Sim,0.6714648313795979
6.93,317.75,4.41,5,202.2,Sim,0.841935062454516
6.78,293.96,5.25,7,227.62,Sim,0.5126743021319693
7.43,235.94,5.0,6,158.78,Sim,0.8450234442047249
7.52,226.69,4.8,9,144.7,Sim,0.6580506557734853
4.38,300.33,4.09,8,280.45,Sim,0.5278704267937209
5.68,350.63,4.79,8,295.69,Sim,0.8049063807740585
3.16,249.18,5.69,5,448.68,Sim,0.6204019080365866
5.69,385.69,5.9,5,399.92,Sim,0.69340362102594
4.93,267.37,4.92,8,266.83,Sim,0.5402904061432567
1.28,233.82,5.49,7,1002.87,Sim,0.5735816255474726
